Date,Issuer,Bloomberg Code,Currency,Volume (m),FX rate,USD equivalent,Coupon,Coupon Type,Maturity,Re-Offer,IPT/IPG,Spread,Yield,First Call Date,Moody's,S&P,Fitch,Ranking,Subordinated,Covered,Increase?,Format,NIP,Region,Country,Sector,Category,Bookrunners,Passive Leads,LT eligible?,Stats,Web Articles,Bberg Articles on EMRJ/IGRC,Add. Info,Tier,Green,Sustainable,Sustainability-Linked,Social,Senior Non-Preferred,Senior Preferred,COC,MWC,CUC,HoldCo,OpCo,Deal ID,LEAD1,LEAD2,LEAD3,LEAD4,LEAD5,LEAD6,LEAD7,LEAD8,LEAD9,LEAD10,LEAD11,LEAD12,LEAD13
19-May-14,KUTXABANK,EK2656354 CORP,EUR,1000,1.37,1361.44,1.75,Fixed,27-May-21,99.375,MS+mid 70s,MS+70,,,A2,AA-,NR,IG,No,Yes,No,,,Western Europe,SPAIN,Financial,Banking,"BBVA, HSBC, CMZB, NOM, CA",,Yes,"Geography: Austria/Germany 42.00%, UK/Ireland 18.00%, Iberia 15.00%, Benelux 8.00%, France 5.00%, Nordics 4.00%, Switzerland 3.00%, Asia 3.00%, Italy 2.00%.
Investor Type: Fund Managers 71.00%, Banks/Private Banks 12.00%, Insurers/Pension Funds 11.00%, Others 6.00%.
Final book over EUR1.6bn, over 100 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9900550,BBVA,HSBC,COMMERZBANK,NOMURA,CREDIT AGRICOLE,,,,,,,,
16-May-14,STADSHYPOTEK,EK2829167 CORP,EUR,300,1.37,411,E+12,Floating,23-May-19,100,3mE+12,E+12,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"CS, CA",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9900526,CREDIT SUISSE,CREDIT AGRICOLE,,,,,,,,,,,
15-May-14,UNICREDIT BANK AUSTRIA,EK2782234 CORP,EUR,500,1.37,684.77,1.375,Fixed,26-May-21,99.967,1.38%,MS+25,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,AUSTRIA,Financial,Banking,"HSBC, UNICR, CA, LBBW, DAN",,Yes,"Geography: Germany 71.00%, Austria 10.00%, Asia 4.00%, Switzerland 3.00%, Benelux/Nordics 3.00%, France 3.00%, Others 3.00%, Italy 2.00%, UK 1.00%.
Investor Type: Fund Managers 46.00%, Banks 37.00%, Central Banks 10.00%, Insurers 4.00%, Corporates 3.00%.
Final book EUR1.5bn, 94 accounts.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9900460,HSBC,UNICREDIT,CREDIT AGRICOLE,LBBW,DANSKE BANK,,,,,,,,
14-May-14,SWEDBANK,EK2738566 CORP,EUR,1000,1.37,1360.23,1.125,Fixed,21-May-21,99.287,MS+12a,MS+8,,,Aaa,AAA,NR,IG,No,Yes,No,,,Western Europe,SWEDEN,Financial,Banking,"UNICR, NATWES, SWBK, NAT, DAN",,Yes,"Geography: Austria/Germany 39.00%, UK/Ireland 16.00%, Nordics 14.00%, Benelux 14.00%, Asia 7.00%, France 6.00%, Others 4.00%.
Investor Type: Banks 61.00%, Asset Managers 18.00%, Central Banks/Official Institutions 14.00%, Others 7.00%.
Final book over EUR2.2bn, 100 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9900397,UNICREDIT,NATWEST MARKETS,SWEDBANK,NATIXIS,DANSKE BANK,,,,,,,,
29-Apr-14,CFF,EK2468834 CORP,EUR,1000,1.38,1372.71,2,Fixed,7-May-24,99.472,MS+mid 30s,MS+32,,,Aaa,AAA,AA+,IG,No,Yes,No,,,Western Europe,FRANCE,Financial,Banking,"DB, UBS, NAT, SAN, NYKRED",,Yes,"Geography: Austria/Germany 41.00%, France 16.00%, Nordics 8.00%, Benelux 8.00%, Others 8.00%, UK 7.00%, Switzerland 6.00%, Asia 6.00%.
Investor Type: Banks 34.00%, Asset Managers 25.00%, Insurers 24.00%, Central Banks/Official Institutions 14.00%, Others 3.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899905,DEUTSCHE BANK,UBS,NATIXIS,SANTANDER,NYKREDIT,,,,,,,,
29-Apr-14,BANK OF MONTREAL,EK2456110 CORP,EUR,1000,1.38,1377.18,1,Fixed,7-May-19,99.796,MS+10/12,MS+9,,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"BAR, HSBC, CMZB, BK MON",,Yes,"Geography: Austria/Germany 36.00%, UK/Ireland 14.00%, Asia 13.00%, CEE 9.00%, Nordics 7.00%, France 6.00%, Switzerland 5.00%, Others 5.00%, Benelux 4.00%, Southern Europe 1.00%.
Investor Type: Central Banks/Official Institutions 45.00%, Banks 40.00%, Fund Managers 8.00%, Corporates 5.00%, Insurers/Pension Funds 2.00%.
Final book over EUR1.5bn, over 70 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899902,BARCLAYS,HSBC,COMMERZBANK,BANK OF MONTREAL,,,,,,,,,
15-Apr-14,SG SFH,EK1817957 CORP,EUR,750,1.38,1034.91,2,Fixed,29-Apr-24,99.991,MS+high 20s,MS+26,,,Aaa,NR,AAA,IG,No,Yes,No,,1,Western Europe,FRANCE,Financial,Banking,"ING, SG, UNICR, CA, ERST",,Yes,"Geography: Austria/Germany 43.00%, France 19.00%, UK/Ireland 14.00%, Benelux 10.00%, Asia 7.00%, Southern Europe 4.00%, Switzerland 2.00%, Others 1.00%.
Investor Type: Banks 41.00%, Insurers/Pension Funds 26.00%, Asset Managers 17.00%, Private Banks 9.00%, SSA 6.00%, Others 1.00%.
Final book approaching EUR1.2bn, circa 70 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899629,ING,SOCIETE GENERALE,UNICREDIT,CREDIT AGRICOLE,ERSTE BANK,,,,,,,,
14-Apr-14,BERLIN HYP,EK1552901 CORP,EUR,500,1.38,685.47,1.25,Fixed,23-Apr-21,99.343,MS+5,MS+5,,,Aaa,NR,AA+,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"JPM, CS, CMZB, LBBW, DZ",,Yes,"Geography: Germany 88.70%, Others 4.20%, Italy 3.00%, UK 2.10%, Switzerland 2.00%.
Investor Type: Banks 67.20%, Asset Managers/Pension Funds 21.20%, Central Banks/SSA 4.80%, Insurers 3.70%, Others 3.10%.
Final book over EUR800m.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899596,JP MORGAN,CREDIT SUISSE,COMMERZBANK,LBBW,DZ BANK,,,,,,,,
10-Apr-14,BANCA MPS,EK1729988 CORP,EUR,1000,1.38857,1385.28,2.875,Fixed,16-Apr-21,99.763,MS+175a,MS+160,,,Ba1,NR,A,IG,No,Yes,No,RegS only,,Western Europe,ITALY,Financial,Banking,"CS, GS, SG, CMZB, NATWES, MPS CA",,Yes,"Geography: UK/Ireland 46.00%, Italy 32.00%, Austria/Germany 10.00%, France 3.00%, Iberia 3.00%, Switzerland 3.00%, Benelux 1.00%, Others 1.00%, Nordics 1.00%.
Investor Type: Asset Managers 63.00%, Banks 17.00%, Insurers/Pension Funds 10.00%, Others 7.00%, Private Banks 2.00%, Central Banks/SSA 1.00%.
Final book around EUR4bn, approaching 200 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899521,CREDIT SUISSE,GOLDMAN SACHS,SOCIETE GENERALE,COMMERZBANK,NATWEST MARKETS,MPS CAPITAL SERVICES,,,,,,,
10-Apr-14,UBS,EK1748905 CORP,EUR,1000,1.39,1381.37,1.375,Fixed,16-Apr-21,99.379,MS+15,MS+15,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,SWITZERLAND,Financial,Banking,"ABN, GS, DB, UBS, IMI, NAT, ERST",,Yes,"Geography: Austria/Germany 33.00%, Nordics 21.00%, Benelux 18.00%, Asia 10.00%, UK 6.00%, France 6.00%, Switzerland 4.00%, Italy 2.00%.
Investor Type: Managed Funds 39.00%, Central Banks/Public Funds 24.00%, Banks 21.00%, Insurers 7.00%, Corporates 5.00%, Others 2.00%, Private Banks 2.00%.
Books last heard in excess of EUR1.6bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899518,ABN AMRO,GOLDMAN SACHS,DEUTSCHE BANK,UBS,IMI- INTESA SANPAOLO,NATIXIS,ERSTE BANK,,,,,,
9-Apr-14,LLOYDS BANK,EK1714618 CORP,EUR,1000,1.38,1369.43,1.375,Fixed,16-Apr-21,99.234,MS+15,MS+15,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,UNITED KINGDOM,Financial,Banking,"C, ING, UNICR, NAT, LLOYDS",,Yes,"Geography: Austria/Germany 34.80%, Nordics 20.00%, Others 19.00%, Asia 15.90%, UK/Ireland 10.30%.
Investor Type: Banks 52.90%, Insurers/Fund Managers 28.80%, Central Banks 16.80%, Others 1.50%.
Final book approaching EUR2.9bn, over 1230 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899470,CITIGROUP,ING,UNICREDIT,NATIXIS,LLOYDS BANK,,,,,,,,
9-Apr-14,CAFFIL,EJ8548681 CORP,EUR,500,1.3855,727.99,3,Fixed,2-Oct-28,105.087,MS+39a,MS+37,,,Aaa,AA+,AA+,IG,No,Yes,Yes,,,Western Europe,FRANCE,Financial,Financial Services,"SG, NAT",,Yes,,,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9939628,SOCIETE GENERALE,NATIXIS,,,,,,,,,,,
7-Apr-14,AKTIA,EK1350215 CORP,EUR,500,1.37,684.47,1,Fixed,15-Apr-19,99.922,MS+10/12,MS+8,,,Aaa,NR,NR,IG,No,Yes,No,,,Western Europe,FINLAND,Financial,Banking,"JPM, CMZB, LBBW, NOR",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899377,JP MORGAN,COMMERZBANK,LBBW,NORDEA,,,,,,,,,
7-Apr-14,UNICREDIT BANK AUSTRIA,EK1678607 CORP,EUR,500,1.37,684.54,1.25,Fixed,14-Oct-19,99.933,MS+mid/high 20s,MS+23,,,Aa1,NR,NR,IG,No,Yes,No,,,Western Europe,AUSTRIA,Financial,Banking,"ING, BAYERN, UNICR, DZ, NYKRED",,Yes,"Geography: Germany 54.00%, Austria 12.00%, Benelux 11.00%, Nordics 10.00%, Italy 6.00%, Spain 3.00%, Asia 2.00%, Switzerland 2.00%.
Investor Type: Banks 55.00%, Asset Managers/Fund Managers 30.00%, Insurers 9.00%, Central Banks 6.00%.
Final book well over EUR1bn, 90 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899374,ING,BAYERNLB,UNICREDIT,DZ BANK,NYKREDIT,,,,,,,,
2-Apr-14,DEUTSCHE HYPO,EJ5147826 CORP,EUR,250,1.3766,345.69,0.875,Fixed,24-Jan-18,100.447,MS-3,MS-3,,,Aa2,NR,NR,IG,No,Yes,Yes,,,Western Europe,GERMANY,Financial,Banking,"NDLB, CMZB, DB, DEKA, NAT, BAYERN",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9939595,NORDDEUTSCHE LB,COMMERZBANK,DEUTSCHE BANK,DEKA,NATIXIS,BAYERNLB,,,,,,,
2-Apr-14,UNICREDIT,EK1588996 CORP,EUR,500,1.38,686.27,1.875,Fixed,9-Apr-24,99.459,MS+12,MS+12,,,Aa1,NR,AAA,IG,No,Yes,No,,,Western Europe,ITALY,Financial,Banking,"JPM, CMZB, UNICR, CA, DZ",,Yes,"Geography: Germany 72.00%, Benelux 7.00%, Asia 6.00%, UK/Ireland 5.00%, Italy 3.00%, Austria 3.00%, Switzerland 3.00%, France 1.00%.
Investor Type: Banks 74.00%, Fund Managers 14.00%, Central Banks 7.00%, Insurers 3.00%, Corporates 2.00%.
Final books over EUR1.1bn, 75 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899287,JP MORGAN,COMMERZBANK,UNICREDIT,CREDIT AGRICOLE,DZ BANK,,,,,,,,
1-Apr-14,NIBC BANK NV,EK1559351 CORP,EUR,500,1.37937,687.33,1.25,Fixed,8-Apr-19,99.659,MS+high 30s,MS+33,,,NR,AAA,AAA,IG,No,Yes,No,,,Western Europe,NETHERLANDS,Financial,Banking,"JPM, SG, LBBW, NATWES, NIBC",,Yes,"Geography: Austria/Germany/Switzerland 34.00%, Nordics 20.00%, UK 14.00%, Benelux 13.00%, France 12.00%, Italy 4.00%, Others 3.00%.
Investor Type: Banks 50.00%, Asset Managers 34.00%, Insurers/Pension Funds 12.00%, Central Banks 3.00%, Others 1.00%.
Final book EUR1.5bn, 90 accounts.",,No,"MC, pass-through",,No,No,No,No,No,No,No,No,No,No,No,9899221,JP MORGAN,SOCIETE GENERALE,LBBW,NATWEST MARKETS,NIBC BANK,,,,,,,,
1-Apr-14,BCO POP ESP,EK1559658 CORP,EUR,1000,1.38,1373.36,2.125,Fixed,8-Oct-19,99.519,MS+125a,MS+115,,,Baa1,NR,NR,IG,No,Yes,No,,,Western Europe,SPAIN,Financial,Banking,"C, MS, DB, UBS, SAN, BPE",,Yes,"Geography: Germany 32.40%, UK 20.70%, Spain 15.70%, Italy 9.60%, France 5.80%, Nordics 4.20%, Benelux 2.90%, Asia 2.80%, Portugal 2.40%, Others 2.20%, Switzerland 1.30%.
Investor Type: Fund Managers 71.70%, Insurers/Pension Funds 14.50%, Banks 6.30%, Private Banks 4.20%, Central Banks 3.30%.
Final book over EUR2.25bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899218,CITIGROUP,MORGAN STANLEY,DEUTSCHE BANK,UBS,SANTANDER,BANCO POPULAR ESPANOL,,,,,,,
1-Apr-14,BAYERNLB,EK1563015 CORP,EUR,500,1.38,682.33,1.75,Fixed,8-Apr-24,98.888,MS+10a,MS+8,,,Aaa,NR,AAA,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"BAR, BAYERN, UNICR, CA, DZ",,Yes,"Geography: Germany 69.00%, Asia 8.00%, Scandinavia 7.00%, Benelux 7.00%, France 5.00%, Austria/Switzerland 2.00%, UK 2.00%.
Investor Type: Banks 47.00%, Saving Banks/Public Banks 28.00%, Asset Managers/Insurers 16.00%, Central Banks 9.00%.
Book over EUR1.1bn, 70+ tickets.",,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9899212,BARCLAYS,BAYERNLB,UNICREDIT,CREDIT AGRICOLE,DZ BANK,,,,,,,,
26-Mar-14,BANK OF NOVA SCOTIA,EK1472910 CORP,EUR,1000,1.38,1375.98,1,Fixed,2-Apr-19,99.709,MS+12a,MS+9,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"BAR, JPM, HSBC, DB, SCOTIA",,Yes,"Geography: UK/Ireland 30.00%, Austria/Germany 24.00%, Switzerland 12.00%, France 11.00%, Asia 7.00%, Others 6.00%, Nordics 5.00%, Benelux 3.00%, Southern Europe 2.00%.
Investor Type: Banks 43.00%, Central Banks/Official Institutions 26.00%, Asset Managers 15.00%, Insurers/Pension Funds 11.00%, Corporates 5.00%.
Final book EUR1.4bn, close to 70 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9899038,BARCLAYS,JP MORGAN,HSBC,DEUTSCHE BANK,SCOTIABANK,,,,,,,,
25-Mar-14,SANTANDER TOTTA,EK1437566 CORP,EUR,1000,1.38,1379.72,1.5,Fixed,3-Apr-17,99.98,MS+100a,MS+88,,,Baa3,NR,BBB,IG,No,Yes,No,,,Western Europe,PORTUGAL,Financial,Banking,"BNP, BOA, UNICR, CA, SAN",,Yes,"Geography: Austria/Germany 21.00%, UK/Ireland 21.00%, Nordics 15.00%, Spain 15.00%, France 8.00%, Benelux 6.00%, Others 5.00%, Portugal 3.00%, Switzerland 3.00%, Italy 2.00%, Greece 1.00%.
Investor Type: Fund Managers 61.00%, Insurers/Pension Funds 17.00%, Banks/Private Banks 16.00%, Central Banks 6.00%.
Final book well over EUR2.6bn, 170 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898969,BNP PARIBAS,BANK OF AMERICA,UNICREDIT,CREDIT AGRICOLE,SANTANDER,,,,,,,,
24-Mar-14,STADSHYPOTEK,EK1435222 CORP,EUR,1250,1.38,1717.41,1,Fixed,1-Apr-19,99.56,MS+5,MS+5,,,Aaa,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,SWEDEN,Financial,Banking,"BAR, BNP, UBS, NOM, SVENSK",,Yes,"Geography: Germany/France 47.00%, UK/Ireland 16.00%, Benelux 9.00%, Nordics 8.00%, France 7.00%, Switzerland 6.00%, Other EU 5.00%, Asia 2.00%.
Investor Type: Banks 55.00%, SSA 25.00%, Asset Managers 15.00%, Others 3.00%, Insurers/Pension Funds 2.00%.
Final book in excess of EUR1.75bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898942,BARCLAYS,BNP PARIBAS,UBS,NOMURA,SVENSKA HANDELSBANKEN,,,,,,,,
20-Mar-14,MUENCHEN HYPBK,EJ2204133 CORP,EUR,125,1.3779,174.02,1.75,Fixed,3-Jun-22,101.033,MS+ low 10s,,,,Aaa,NR,NR,IG,No,Yes,Yes,,,Western Europe,GERMANY,Financial,Banking,"GS, DB, UBS, NOM, UNICR, DZ, WGZ",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9939538,GOLDMAN SACHS,DEUTSCHE BANK,UBS,NOMURA,UNICREDIT,DZ BANK,WGZ,,,,,,
19-Mar-14,ALLIED IRISH,EK1353094 CORP,EUR,500,1.39,691.53,2.25,Fixed,26-Mar-21,99.501,MS+96/98,MS+95,,,Baa1,A,A,IG,No,Yes,No,RegS only,,Western Europe,IRELAND,Financial,Banking,"BAR, HSBC, SG, CMZB, DAN",,Yes,"Geography: Austria/Germany 45.00%, UK 22.00%, Southern Europe 8.00%, Nordics 8.00%, Ireland 7.00%, Switzerland 3.00%, Others 3.00%, Benelux 2.00%, France 2.00%.
Investor Type: Asset Managers 64.00%, Banks 17.00%, Insurers/Pension Funds 14.00%, Private Banks 2.00%, Central Banks/Official Institutions 2.00%, Others 1.00%.
Final book approaching EUR2.4bn, around 140 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898855,BARCLAYS,HSBC,SOCIETE GENERALE,COMMERZBANK,DANSKE BANK,,,,,,,,
19-Mar-14,DZ HYP,EK1369827 CORP,EUR,125,1.39,173.71,E+7,Floating,25-Sep-18,99.977,MS+7.5,MS+7.5,,,NR,AAA,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,UNICR,,Yes,,,No,,,No,No,No,No,No,No,No,No,No,No,No,9898852,UNICREDIT,,,,,,,,,,,,
18-Mar-14,DEUTSCHE PFANDBRIEFBANK,EK1316729 CORP,EUR,500,1.39,690.83,1,Fixed,25-Mar-19,99.4,MS+14,MS+14,,,Aa2,AA+,NR,IG,No,Yes,No,,,Western Europe,GERMANY,Financial,Banking,"UNICR, NDLB, DEKA, DZ, NAT",,Yes,"Geography: Germany 77.00%, UK/Ireland 4.20%, Asia 4.00%, Nordics 4.00%, Southern Europe 3.40%, Benelux 3.20%, Austria/Switzerland 2.60%, France 1.60%.
Investor Type: Banks 45.00%, Asset Managers 43.40%, Insurers/Pension Funds 6.80%, Central Banks 4.40%, Retail Banks 0.40%.
Final book in excess of EUR1bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898804,UNICREDIT,NORDDEUTSCHE LB,DEKA,DZ BANK,NATIXIS,,,,,,,,
18-Mar-14,NBC,EK1317503 CORP,EUR,1000,1.39313,1386.81,1.5,Fixed,25-Mar-21,99.546,MS+22,MS+22,,,Aaa,NR,AAA,IG,No,Yes,No,,,North America,CANADA,Financial,Banking,"BNP, CMZB, NATWES, NBF",,Yes,"Geography: Germany/Switzerland 53.00%, UK/Ireland 17.00%, Benelux/France 15.00%, Asia 7.00%, Other EU 5.00%, Nordics 2.00%, Others 1.00%.
Investor Type: Banks/Private Banks 39.00%, Fund Managers 35.00%, Insurers/Pension Funds 11.00%, Agencies/Central Banks/SSA 11.00%, Corporates 4.00%.
Final book EUR1.6bn, approaching 100 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898795,BNP PARIBAS,COMMERZBANK,NATWEST MARKETS,NBF,,,,,,,,,
13-Mar-14,WESTPAC BANKING CORPORATION,EK1270066 CORP,EUR,1000,1.39,1379.51,1.5,Fixed,24-Mar-21,99.245,MS+28/30,MS+26,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Japan/Australia/New Zealand,AUSTRALIA,Financial,Banking,"BAR, BNP, DB, WPAC",,Yes,"Geography: Austria/Germany 45.00%, UK/Ireland 15.00%, Benelux 11.00%, Asia 9.00%, France 8.00%, Others 8.00%, Switzerland 4.00%.
Investor Type: Fund Managers 46.00%, Banks 26.00%, Central Banks/Official Institutions 13.00%, Insurers 10.00%, Corporates 5.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898696,BARCLAYS,BNP PARIBAS,DEUTSCHE BANK,WESTPAC,,,,,,,,,
11-Mar-14,CAIXABANK,EK1215988 CORP,EUR,1000,1.38,1373.54,2.625,Fixed,21-Mar-24,99.532,MS+high 80s,MS+80,,,A1,AA-,NR,IG,No,Yes,No,,,Western Europe,SPAIN,Financial,Banking,"JPM, HSBC, UBS, CA, CAIXAB",,Yes,"Geography: Austria/Germany 26.00%, France 21.00%, UK 16.00%, Spain 12.00%, Benelux 9.00%, Asia 6.00%, Others 6.00%, Switzerland 4.00%.
Investor Type: Fund Managers 55.00%, Insurers/Pension Funds 18.00%, Banks 17.00%, Central Banks 8.00%, Others 2.00%.
Final book over EUR2.6bn, over 160 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898549,JP MORGAN,HSBC,UBS,CREDIT AGRICOLE,CAIXABANK,,,,,,,,
11-Mar-14,LF HYPOTEK,EK1190884 CORP,EUR,500,1.38,686.87,1.5,Fixed,18-Mar-21,99.546,MS+18/20,MS+16,,,Aaa,AAA,NR,IG,No,Yes,No,,,Western Europe,SWEDEN,Financial,Banking,"BNP, UNICR, NATWES, NOR",,Yes,,,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898546,BNP PARIBAS,UNICREDIT,NATWEST MARKETS,NORDEA,,,,,,,,,
11-Mar-14,BANK OF IRELAND,EK1189688 CORP,EUR,750,1.38,1031.56,1.75,Fixed,19-Mar-19,99.668,MS+85a,MS+80,,,Baa2,NR,NR,IG,No,Yes,No,RegS only,,Western Europe,IRELAND,Financial,Banking,"BNP, MS, HSBC, UBS, NOM",,Yes,"Geography: Austria/Germany 40.00%, UK 19.00%, Benelux 8.00%, France 8.00%, Nordics 7.00%, Southern Europe 6.00%, Switzerland 5.00%, Others 4.00%, Ireland 3.00%.
Investor Type: Asset Managers 69.00%, Banks 13.00%, Insurers/Pension Funds 12.00%, Central Banks/Official Institutions 4.00%, Private Banks/Retail Banks 2.00%.
Books last heard above EUR2bn.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898543,BNP PARIBAS,MORGAN STANLEY,HSBC,UBS,NOMURA,,,,,,,,
10-Mar-14,OP BANK,EK1179069 CORP,EUR,1000,1.39,1385.69,1.5,Fixed,17-Mar-21,99.69,MS+14,MS+14,,,Aaa,AAA,NR,IG,No,Yes,No,,,Western Europe,FINLAND,Financial,Banking,"BNP, JPM, DZ, OP BAN",,Yes,"Geography: Austria/Germany 44.00%, UK/Ireland 13.00%, Benelux 13.00%, Nordics 12.00%, Asia 6.00%, Others 4.00%, France 4.00%, Switzerland 3.00%, Southern Europe 1.00%.
Investor Type: Banks 55.00%, Asset Managers 19.00%, SSA 18.00%, Pension Funds 5.00%, Insurers 2.00%, Others 1.00%.
Final book EUR2.3bn, over 100 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898477,BNP PARIBAS,JP MORGAN,DZ BANK,OP BANK,,,,,,,,,
7-Mar-14,LBBW,EI2827752 CORP,EUR,125,1.38753,181.24,2.25,Fixed,21-Jun-16,104.495,0.262%,,0.262%,,Aaa,NR,AAA,IG,No,Yes,Yes,,,Western Europe,GERMANY,Financial,Banking,"BNP, UBS, CA, LBBW, SG",,Yes,,,No,PC,,No,No,No,No,No,No,No,No,No,No,No,9939460,BNP PARIBAS,UBS,CREDIT AGRICOLE,LBBW,SOCIETE GENERALE,,,,,,,,
5-Mar-14,CREDIT SUISSE,EK1108944 CORP,EUR,1750,1.37,2383.81,1,Fixed,12-Mar-19,99.429,MS+mid/high 10s,MS+13,,,Aaa,NR,AAA,IG,No,Yes,No,RegS only,,Western Europe,SWITZERLAND,Financial,Banking,"CS, BAYERN, CMZB, UNICR, CA, NAT, DAN",,Yes,"Geography: UK/Ireland 24.00%, Nordics 20.00%, Austria/Germany 18.00%, France 13.00%, Benelux 8.00%, Others 7.00%, Switzerland 5.00%, Asia 4.00%, Italy 1.00%.
Investor Type: Asset Managers/Insurers/Pension Funds 40.00%, Banks 36.00%, Central Banks/Official Institutions 22.00%, Others 2.00%.
Final book EUR3.3bn (pre-rec).",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898282,CREDIT SUISSE,BAYERNLB,COMMERZBANK,UNICREDIT,CREDIT AGRICOLE,NATIXIS,DANSKE BANK,,,,,,
5-Mar-14,EIKA BOLIGKREDITT,EK0793233 CORP,EUR,500,1.37,680.54,1.5,Fixed,12-Mar-21,99.349,MS+mid 20s,MS+22,,,Aa2,NR,NR,IG,No,Yes,No,,,Western Europe,NORWAY,Financial,Banking,"DB, LBBW, NOR, NAT",,Yes,"Geography: Austria/Germany 60.00%, Nordics 19.00%, Asia 10.00%, Southern Europe 5.00%, UK 3.00%, Others 3.00%.
Investor Type: Banks/Private Banks 52.00%, Asset Managers 29.00%, Central Banks 11.00%, Insurers/Pension Funds 6.00%, Others 2.00%.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898273,DEUTSCHE BANK,LBBW,NORDEA,NATIXIS,,,,,,,,,
4-Mar-14,CCDJ,EK0987629 CORP,EUR,1000,1.37,1369.93,1.125,Fixed,11-Mar-19,99.995,MS+15,MS+15,,,Aaa,AAA,AAA,IG,No,Yes,No,RegS only,,North America,CANADA,Financial,Banking,"BAR, BNP, CA, DZ",,Yes,"Geography: Austria/Germany 31.00%, France 18.00%, UK/Ireland 18.00%, Nordics 13.00%, Others 6.00%, Asia 5.00%, Benelux 4.00%, Switzerland 3.00%, Southern Europe 2.00%.
Investor Type: Banks 42.00%, Central Banks/Official Institutions 25.00%, Asset Managers 24.00%, Insurers/Pension Funds 6.00%, Corporates 2.00%, Others 1.00%.
Finak book over EUR1.2bn, 70 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898165,BARCLAYS,BNP PARIBAS,CREDIT AGRICOLE,DZ BANK,,,,,,,,,
4-Mar-14,CFF,EK1078964 CORP,EUR,1000,1.37,1368.34,1.125,Fixed,11-Mar-19,99.879,MS+20a,MS+16,,,Aaa,AAA,AA+,IG,No,Yes,No,,1,Western Europe,FRANCE,Financial,Banking,"HSBC, SG, BAYERN, UNICR, NAT",,Yes,"Geography: Austria/Germany 40.00%, UK/Ireland 16.00%, France 12.00%, Switzerland 10.00%, Asia 8.00%, Nordics 7.00%, Benelux 4.00%, Others 3.00%.
Investor Type: Banks 37.00%, Asset Managers 31.00%, Central Banks/SSA 27.00%, Insurers/Pension Funds 5.00%.
Final book EUR2.2bn, over 100 accounts.",,No,MC,,No,No,No,No,No,No,No,No,No,No,No,9898159,HSBC,SOCIETE GENERALE,BAYERNLB,UNICREDIT,NATIXIS,,,,,,,,
